wavelength, species, expot, loggf, type, filename
3549.51,  40.1,  +1.24,  -0.72, syn, /home/shivani/rprocess/lineLists/myAll/Zr3549.moog
3551.95,  40.1,  +0.10,  -0.36, syn, /home/shivani/rprocess/lineLists/myAll/Zr3551.moog
3607.37,  40.1,  +1.24,  -0.70, syn, /home/shivani/rprocess/lineLists/myAll/Zr3607.moog
3630.02,  40.1,  +0.36,  -1.11, syn, /home/shivani/rprocess/lineLists/myAll/Zr3630.moog
3714.78,  40.1,  +0.53,  -0.96, syn, /home/shivani/rprocess/lineLists/myAll/Zr3714.moog
3718.83,  40.1,  +0.36,  -1.76, syn, /home/shivani/rprocess/lineLists/myAll/Zr3718.moog
3766.82,  40.1,  +0.41,  -0.83, syn, /home/shivani/rprocess/lineLists/myAll/Zr3766.moog
3796.48,  40.1,  +1.01,  -0.89, syn, /home/shivani/rprocess/lineLists/myAll/Zr3796.moog
3814.96,  40.1,  +0.41,  -2.26, syn, /home/shivani/rprocess/lineLists/myAll/Zr3814.moog
3836.76,  40.1,  +0.56,  -0.12, syn, /home/shivani/rprocess/lineLists/myAll/Zr3836.moog
3998.96,  40.1,  +0.56,  -0.52, syn, /home/shivani/rprocess/lineLists/myAll/Zr3998.moog
4034.08,  40.1,  +0.80,  -1.51, syn, /home/shivani/rprocess/lineLists/myAll/Zr4034.moog
4040.24,  40.1,  +0.93,  -1.65, syn, /home/shivani/rprocess/lineLists/myAll/Zr4040.moog
4048.67,  40.1,  +0.80,  -0.53, syn, /home/shivani/rprocess/lineLists/myAll/Zr4048.moog
4050.32,  40.1,  +0.71,  -1.06, syn, /home/shivani/rprocess/lineLists/myAll/Zr4050.moog
4071.09,  40.1,  +1.00,  -1.66, syn, /home/shivani/rprocess/lineLists/myAll/Zr4071.moog
4077.05,  40.1,  +0.96,  -1.69, syn, /home/shivani/rprocess/lineLists/myAll/Zr4077.moog
4149.20,  40.1,  +0.80,  -0.04, syn, /home/shivani/rprocess/lineLists/myAll/Zr4149.moog
4156.23,  40.1,  +0.71,  -0.78, syn, /home/shivani/rprocess/lineLists/myAll/Zr4156.moog
4161.20,  40.1,  +0.71,  -0.59, syn, /home/shivani/rprocess/lineLists/myAll/Zr4161.moog
4179.81,  40.1,  +1.66,  -0.68, syn, /home/shivani/rprocess/lineLists/myAll/Zr4179.moog
4208.98,  40.1,  +0.71,  -0.51, syn, /home/shivani/rprocess/lineLists/myAll/Zr4208.moog
4210.61,  40.1,  +1.66,  -1.19, syn, /home/shivani/rprocess/lineLists/myAll/Zr4210.moog
4211.88,  40.1,  +0.53,  -1.04, syn, /home/shivani/rprocess/lineLists/myAll/Zr4211.moog
4231.63,  40.1,  +1.76,  -0.79, syn, /home/shivani/rprocess/lineLists/myAll/Zr4231.moog
4258.04,  40.1,  +0.56,  -1.20, syn, /home/shivani/rprocess/lineLists/myAll/Zr4258.moog
4273.51,  40.1,  +0.76,  -1.48, syn, /home/shivani/rprocess/lineLists/myAll/Zr4273.moog
4317.31,  40.1,  +0.71,  -1.45, syn, /home/shivani/rprocess/lineLists/myAll/Zr4317.moog
4336.34,  40.1,  +1.83,  -1.75, syn, /home/shivani/rprocess/lineLists/myAll/Zr4336.moog
4359.73,  40.1,  +1.24,  -0.51, syn, /home/shivani/rprocess/lineLists/myAll/Zr4359.moog
4370.95,  40.1,  +1.21,  -0.77, syn, /home/shivani/rprocess/lineLists/myAll/Zr4370.moog
4414.54,  40.1,  +1.24,  -1.08, syn, /home/shivani/rprocess/lineLists/myAll/Zr4414.moog
4440.45,  40.1,  +1.21,  -1.04, syn, /home/shivani/rprocess/lineLists/myAll/Zr4440.moog
4442.99,  40.1,  +1.49,  -0.42, syn, /home/shivani/rprocess/lineLists/myAll/Zr4442.moog
4457.41,  40.1,  +1.18,  -1.22, syn, /home/shivani/rprocess/lineLists/myAll/Zr4457.moog
4496.96,  40.1,  +0.71,  -0.89, syn, /home/shivani/rprocess/lineLists/myAll/Zr4496.moog
4613.95,  40.1,  +0.97,  -1.54, syn, /home/shivani/rprocess/lineLists/myAll/Zr4613.moog
5112.27,  40.1,  +1.66,  -0.85, syn, /home/shivani/rprocess/lineLists/myAll/Zr5112.moog
5350.35,  40.1,  +1.77,  -1.16, syn, /home/shivani/rprocess/lineLists/myAll/Zr5350.moog
3740.72,  41.1,  +1.62,  -0.31, syn, /home/shivani/rprocess/lineLists/myAll/Nb3740.moog
3864.10,  42.0,  +0.00,  -0.01, syn, /home/shivani/rprocess/lineLists/myAll/Mo3864.moog
3902.95,  42.0,  +0.00,  -0.15, syn, /home/shivani/rprocess/lineLists/myAll/Mo3902.moog
5533.03,  42.0,  +1.34,  -0.07, syn, /home/shivani/rprocess/lineLists/myAll/Mo5533.moog
3436.74,  44.0,  +0.15,  +0.15, syn, /home/shivani/rprocess/lineLists/myAll/Ru3436.moog
3498.94,  44.0,  +0.00,  +0.31, syn, /home/shivani/rprocess/lineLists/myAll/Ru3498.moog
3742.28,  44.0,  +0.34,  -0.18, syn, /home/shivani/rprocess/lineLists/myAll/Ru3742.moog
3798.90,  44.0,  +0.15,  -0.04, syn, /home/shivani/rprocess/lineLists/myAll/Ru3798.moog
3799.35,  44.0,  +0.00,  +0.02, syn, /home/shivani/rprocess/lineLists/myAll/Ru3799.moog
3434.89,  45.0,  +0.00,  +0.44, syn, /home/shivani/rprocess/lineLists/myAll/Rh3434.moog
3700.91,  45.0,  +0.19,  -0.10, syn, /home/shivani/rprocess/lineLists/myAll/Rh3700.moog
3958.86,  45.0,  +0.97,  +0.01, syn, /home/shivani/rprocess/lineLists/myAll/Rh3958.moog
3404.58,  46.0,  +0.81,  +0.32, syn, /home/shivani/rprocess/lineLists/myAll/Pd3404.moog
3460.74,  46.0,  +0.81,  -0.42, syn, /home/shivani/rprocess/lineLists/myAll/Pd3460.moog
3516.94,  46.0,  +0.96,  -0.24, syn, /home/shivani/rprocess/lineLists/myAll/Pd3516.moog
3382.89,  47.0,  +0.00,  -0.33, syn, /home/shivani/rprocess/lineLists/myAll/Ag3382.moog
3891.78,  56.1,  +2.51,  +0.29, syn, /home/shivani/rprocess/lineLists/myAll/Ba3891.moog
4130.65,  56.1,  +2.72,  +0.52, syn, /home/shivani/rprocess/lineLists/myAll/Ba4130.moog
4166.00,  56.1,  +2.72,  -0.43, syn, /home/shivani/rprocess/lineLists/myAll/Ba4166.moog
4524.93,  56.1,  +2.51,  -0.39, syn, /home/shivani/rprocess/lineLists/myAll/Ba4524.moog
5853.68,  56.1,  +0.60,  -0.91, syn, /home/shivani/rprocess/lineLists/myAll/Ba5853.moog
3713.54,  57.1,  +0.17,  -0.80, syn, /home/shivani/rprocess/lineLists/myAll/La3713.moog
3794.77,  57.1,  +0.24,  +0.21, syn, /home/shivani/rprocess/lineLists/myAll/La3794.moog
3949.10,  57.1,  +0.40,  +0.49, syn, /home/shivani/rprocess/lineLists/myAll/La3949.moog
3988.51,  57.1,  +0.40,  +0.21, syn, /home/shivani/rprocess/lineLists/myAll/La3988.moog
3995.74,  57.1,  +0.17,  -0.06, syn, /home/shivani/rprocess/lineLists/myAll/La3995.moog
4067.38,  57.1,  +0.17,  -0.96, syn, /home/shivani/rprocess/lineLists/myAll/La4067.moog
4077.34,  57.1,  +0.24,  -0.06, syn, /home/shivani/rprocess/lineLists/myAll/La4077.moog
4086.71,  57.1,  +0.00,  -0.07, syn, /home/shivani/rprocess/lineLists/myAll/La4086.moog
4123.22,  57.1,  +0.32,  +0.13, syn, /home/shivani/rprocess/lineLists/myAll/La4123.moog
4141.72,  57.1,  +0.40,  -0.66, syn, /home/shivani/rprocess/lineLists/myAll/La4141.moog
4238.37,  57.1,  +0.40,  -0.26, syn, /home/shivani/rprocess/lineLists/myAll/La4238.moog
4322.50,  57.1,  +0.17,  -0.93, syn, /home/shivani/rprocess/lineLists/myAll/La4322.moog
4333.75,  57.1,  +0.17,  -0.06, syn, /home/shivani/rprocess/lineLists/myAll/La4333.moog
4429.91,  57.1,  +0.24,  -0.35, syn, /home/shivani/rprocess/lineLists/myAll/La4429.moog
4526.11,  57.1,  +0.77,  -0.59, syn, /home/shivani/rprocess/lineLists/myAll/La4526.moog
4558.46,  57.1,  +0.32,  -0.97, syn, /home/shivani/rprocess/lineLists/myAll/La4558.moog
4574.86,  57.1,  +0.17,  -1.08, syn, /home/shivani/rprocess/lineLists/myAll/La4574.moog
4605.78,  57.1,  +0.71,  -1.18, syn, /home/shivani/rprocess/lineLists/myAll/La4605.moog
4662.50,  57.1,  +0.00,  -1.24, syn, /home/shivani/rprocess/lineLists/myAll/La4662.moog
4716.44,  57.1,  +0.77,  -1.21, syn, /home/shivani/rprocess/lineLists/myAll/La4716.moog
4740.28,  57.1,  +0.13,  -1.11, syn, /home/shivani/rprocess/lineLists/myAll/La4740.moog
4748.73,  57.1,  +0.93,  -0.54, syn, /home/shivani/rprocess/lineLists/myAll/La4748.moog
4804.04,  57.1,  +0.24,  -1.49, syn, /home/shivani/rprocess/lineLists/myAll/La4804.moog
4809.00,  57.1,  +0.24,  -1.40, syn, /home/shivani/rprocess/lineLists/myAll/La4809.moog
4920.98,  57.1,  +0.13,  -0.58, syn, /home/shivani/rprocess/lineLists/myAll/La4920.moog
4921.78,  57.1,  +0.24,  -0.45, syn, /home/shivani/rprocess/lineLists/myAll/La4921.moog
4986.82,  57.1,  +0.17,  -1.30, syn, /home/shivani/rprocess/lineLists/myAll/La4986.moog
5114.56,  57.1,  +0.24,  -1.03, syn, /home/shivani/rprocess/lineLists/myAll/La5114.moog
5122.99,  57.1,  +0.32,  -0.91, syn, /home/shivani/rprocess/lineLists/myAll/La5122.moog
5156.73,  57.1,  +0.13,  -1.85, syn, /home/shivani/rprocess/lineLists/myAll/La5156.moog
5163.61,  57.1,  +0.24,  -1.81, syn, /home/shivani/rprocess/lineLists/myAll/La5163.moog
5290.82,  57.1,  +0.00,  -1.65, syn, /home/shivani/rprocess/lineLists/myAll/La5290.moog
5301.97,  57.1,  +0.40,  -0.94, syn, /home/shivani/rprocess/lineLists/myAll/La5301.moog
5303.53,  57.1,  +0.32,  -1.35, syn, /home/shivani/rprocess/lineLists/myAll/La5303.moog
5482.27,  57.1,  +0.00,  -2.23, syn, /home/shivani/rprocess/lineLists/myAll/La5482.moog
5797.57,  57.1,  +0.24,  -1.36, syn, /home/shivani/rprocess/lineLists/myAll/La5797.moog
5805.77,  57.1,  +0.13,  -1.56, syn, /home/shivani/rprocess/lineLists/myAll/La5805.moog
5863.69,  57.1,  +0.93,  -1.37, syn, /home/shivani/rprocess/lineLists/myAll/La5863.moog
6262.29,  57.1,  +0.40,  -1.22, syn, /home/shivani/rprocess/lineLists/myAll/La6262.moog
6390.48,  57.1,  +0.32,  -1.41, syn, /home/shivani/rprocess/lineLists/myAll/La6390.moog
3539.08,  58.1,  +0.32,  -0.27, syn, /home/shivani/rprocess/lineLists/myAll/Ce3539.moog
3942.15,  58.1,  +0.00,  -0.22, syn, /home/shivani/rprocess/lineLists/myAll/Ce3942.moog
3942.74,  58.1,  +0.86,  +0.69, syn, /home/shivani/rprocess/lineLists/myAll/Ce3942.moog
3980.89,  58.1,  +0.71,  -0.21, syn, /home/shivani/rprocess/lineLists/myAll/Ce3980.moog
3999.24,  58.1,  +0.30,  +0.06, syn, /home/shivani/rprocess/lineLists/myAll/Ce3999.moog
4014.90,  58.1,  +0.53,  -0.20, syn, /home/shivani/rprocess/lineLists/myAll/Ce4014.moog
4042.58,  58.1,  +0.50,  +0.00, syn, /home/shivani/rprocess/lineLists/myAll/Ce4042.moog
4046.34,  58.1,  +0.55,  -0.16, syn, /home/shivani/rprocess/lineLists/myAll/Ce4046.moog
4053.50,  58.1,  +0.00,  -0.61, syn, /home/shivani/rprocess/lineLists/myAll/Ce4053.moog
4068.84,  58.1,  +0.70,  -0.17, syn, /home/shivani/rprocess/lineLists/myAll/Ce4068.moog
4072.92,  58.1,  +0.33,  -0.64, syn, /home/shivani/rprocess/lineLists/myAll/Ce4072.moog
4073.47,  58.1,  +0.48,  +0.21, syn, /home/shivani/rprocess/lineLists/myAll/Ce4073.moog
4075.70,  58.1,  +0.70,  +0.23, syn, /home/shivani/rprocess/lineLists/myAll/Ce4075.moog
4083.22,  58.1,  +0.70,  +0.27, syn, /home/shivani/rprocess/lineLists/myAll/Ce4083.moog
4087.36,  58.1,  +0.53,  -0.73, syn, /home/shivani/rprocess/lineLists/myAll/Ce4087.moog
4117.29,  58.1,  +0.74,  -0.45, syn, /home/shivani/rprocess/lineLists/myAll/Ce4117.moog
4118.14,  58.1,  +0.70,  +0.13, syn, /home/shivani/rprocess/lineLists/myAll/Ce4118.moog
4120.83,  58.1,  +0.32,  -0.37, syn, /home/shivani/rprocess/lineLists/myAll/Ce4120.moog
4127.36,  58.1,  +0.68,  +0.31, syn, /home/shivani/rprocess/lineLists/myAll/Ce4127.moog
4135.42,  58.1,  +0.56,  -0.49, syn, /home/shivani/rprocess/lineLists/myAll/Ce4135.moog
4137.64,  58.1,  +0.52,  +0.40, syn, /home/shivani/rprocess/lineLists/myAll/Ce4137.moog
4142.40,  58.1,  +0.70,  +0.22, syn, /home/shivani/rprocess/lineLists/myAll/Ce4142.moog
4145.00,  58.1,  +0.70,  +0.10, syn, /home/shivani/rprocess/lineLists/myAll/Ce4145.moog
4146.23,  58.1,  +0.56,  -0.12, syn, /home/shivani/rprocess/lineLists/myAll/Ce4146.moog
4148.16,  58.1,  +0.74,  -0.76, syn, /home/shivani/rprocess/lineLists/myAll/Ce4148.moog
4165.60,  58.1,  +0.91,  +0.52, syn, /home/shivani/rprocess/lineLists/myAll/Ce4165.moog
4187.32,  58.1,  +0.55,  -0.43, syn, /home/shivani/rprocess/lineLists/myAll/Ce4187.moog
4193.87,  58.1,  +0.55,  -0.48, syn, /home/shivani/rprocess/lineLists/myAll/Ce4193.moog
4214.03,  58.1,  +0.61,  -0.45, syn, /home/shivani/rprocess/lineLists/myAll/Ce4214.moog
4222.60,  58.1,  +0.12,  -0.15, syn, /home/shivani/rprocess/lineLists/myAll/Ce4222.moog
4289.93,  58.1,  +0.33,  +0.11, syn, /home/shivani/rprocess/lineLists/myAll/Ce4289.moog
4330.44,  58.1,  +0.32,  -0.83, syn, /home/shivani/rprocess/lineLists/myAll/Ce4330.moog
4332.70,  58.1,  +0.70,  -0.59, syn, /home/shivani/rprocess/lineLists/myAll/Ce4332.moog
4349.79,  58.1,  +0.70,  -0.32, syn, /home/shivani/rprocess/lineLists/myAll/Ce4349.moog
4361.65,  58.1,  +0.53,  -0.95, syn, /home/shivani/rprocess/lineLists/myAll/Ce4361.moog
4364.65,  58.1,  +0.50,  -0.17, syn, /home/shivani/rprocess/lineLists/myAll/Ce4364.moog
4382.16,  58.1,  +0.68,  +0.13, syn, /home/shivani/rprocess/lineLists/myAll/Ce4382.moog
4391.66,  58.1,  +0.32,  -0.04, syn, /home/shivani/rprocess/lineLists/myAll/Ce4391.moog
4399.20,  58.1,  +0.33,  -0.44, syn, /home/shivani/rprocess/lineLists/myAll/Ce4399.moog
4407.27,  58.1,  +0.70,  -0.71, syn, /home/shivani/rprocess/lineLists/myAll/Ce4407.moog
4418.78,  58.1,  +0.86,  +0.27, syn, /home/shivani/rprocess/lineLists/myAll/Ce4418.moog
4449.33,  58.1,  +0.61,  +0.04, syn, /home/shivani/rprocess/lineLists/myAll/Ce4449.moog
4460.21,  58.1,  +0.48,  +0.28, syn, /home/shivani/rprocess/lineLists/myAll/Ce4460.moog
4471.24,  58.1,  +0.70,  +0.23, syn, /home/shivani/rprocess/lineLists/myAll/Ce4471.moog
4479.36,  58.1,  +0.56,  -0.44, syn, /home/shivani/rprocess/lineLists/myAll/Ce4479.moog
4483.89,  58.1,  +0.86,  +0.10, syn, /home/shivani/rprocess/lineLists/myAll/Ce4483.moog
4486.91,  58.1,  +0.30,  -0.18, syn, /home/shivani/rprocess/lineLists/myAll/Ce4486.moog
4523.08,  58.1,  +0.52,  -0.08, syn, /home/shivani/rprocess/lineLists/myAll/Ce4523.moog
4539.74,  58.1,  +0.33,  -0.08, syn, /home/shivani/rprocess/lineLists/myAll/Ce4539.moog
4560.96,  58.1,  +0.68,  -0.26, syn, /home/shivani/rprocess/lineLists/myAll/Ce4560.moog
4562.36,  58.1,  +0.48,  +0.21, syn, /home/shivani/rprocess/lineLists/myAll/Ce4562.moog
4572.28,  58.1,  +0.68,  +0.22, syn, /home/shivani/rprocess/lineLists/myAll/Ce4572.moog
4582.50,  58.1,  +0.70,  -0.35, syn, /home/shivani/rprocess/lineLists/myAll/Ce4582.moog
4591.12,  58.1,  +1.11,  -0.41, syn, /home/shivani/rprocess/lineLists/myAll/Ce4591.moog
4593.93,  58.1,  +0.70,  +0.07, syn, /home/shivani/rprocess/lineLists/myAll/Ce4593.moog
4628.16,  58.1,  +0.52,  +0.14, syn, /home/shivani/rprocess/lineLists/myAll/Ce4628.moog
4684.60,  58.1,  +0.90,  -0.39, syn, /home/shivani/rprocess/lineLists/myAll/Ce4684.moog
4773.94,  58.1,  +0.92,  -0.39, syn, /home/shivani/rprocess/lineLists/myAll/Ce4773.moog
4882.46,  58.1,  +1.53,  +0.19, syn, /home/shivani/rprocess/lineLists/myAll/Ce4882.moog
5011.76,  58.1,  +1.05,  -0.49, syn, /home/shivani/rprocess/lineLists/myAll/Ce5011.moog
5187.46,  58.1,  +1.21,  +0.17, syn, /home/shivani/rprocess/lineLists/myAll/Ce5187.moog
5274.23,  58.1,  +1.04,  +0.13, syn, /home/shivani/rprocess/lineLists/myAll/Ce5274.moog
5330.56,  58.1,  +0.87,  -0.40, syn, /home/shivani/rprocess/lineLists/myAll/Ce5330.moog
5393.39,  58.1,  +1.10,  -0.06, syn, /home/shivani/rprocess/lineLists/myAll/Ce5393.moog
5468.37,  58.1,  +1.40,  -0.07, syn, /home/shivani/rprocess/lineLists/myAll/Ce5468.moog
5512.06,  58.1,  +1.01,  -0.39, syn, /home/shivani/rprocess/lineLists/myAll/Ce5512.moog
6043.37,  58.1,  +1.20,  -0.48, syn, /home/shivani/rprocess/lineLists/myAll/Ce6043.moog
3964.82,  59.1,  +0.06,  +0.07, syn, /home/shivani/rprocess/lineLists/myAll/Pr3964.moog
3965.26,  59.1,  +0.20,  +0.18, syn, /home/shivani/rprocess/lineLists/myAll/Pr3965.moog
3994.80,  59.1,  +0.06,  -0.03, syn, /home/shivani/rprocess/lineLists/myAll/Pr3994.moog
4004.70,  59.1,  +0.22,  -0.25, syn, /home/shivani/rprocess/lineLists/myAll/Pr4004.moog
4039.34,  59.1,  +0.20,  -0.34, syn, /home/shivani/rprocess/lineLists/myAll/Pr4039.moog
4044.80,  59.1,  +0.00,  -0.29, syn, /home/shivani/rprocess/lineLists/myAll/Pr4044.moog
4062.80,  59.1,  +0.42,  +0.33, syn, /home/shivani/rprocess/lineLists/myAll/Pr4062.moog
4164.16,  59.1,  +0.20,  +0.17, syn, /home/shivani/rprocess/lineLists/myAll/Pr4164.moog
4179.40,  59.1,  +0.20,  +0.46, syn, /home/shivani/rprocess/lineLists/myAll/Pr4179.moog
4189.49,  59.1,  +0.37,  +0.43, syn, /home/shivani/rprocess/lineLists/myAll/Pr4189.moog
4222.95,  59.1,  +0.06,  +0.23, syn, /home/shivani/rprocess/lineLists/myAll/Pr4222.moog
4225.32,  59.1,  +0.00,  +0.32, syn, /home/shivani/rprocess/lineLists/myAll/Pr4225.moog
4405.83,  59.1,  +0.55,  -0.06, syn, /home/shivani/rprocess/lineLists/myAll/Pr4405.moog
4408.81,  59.1,  +0.00,  +0.05, syn, /home/shivani/rprocess/lineLists/myAll/Pr4408.moog
4496.33,  59.1,  +0.22,  -0.76, syn, /home/shivani/rprocess/lineLists/myAll/Pr4496.moog
4496.47,  59.1,  +0.06,  -0.37, syn, /home/shivani/rprocess/lineLists/myAll/Pr4496.moog
5135.15,  59.1,  +0.95,  +0.01, syn, /home/shivani/rprocess/lineLists/myAll/Pr5135.moog
5173.91,  59.1,  +0.97,  +0.36, syn, /home/shivani/rprocess/lineLists/myAll/Pr5173.moog
5219.06,  59.1,  +0.80,  -0.05, syn, /home/shivani/rprocess/lineLists/myAll/Pr5219.moog
5259.73,  59.1,  +0.63,  +0.12, syn, /home/shivani/rprocess/lineLists/myAll/Pr5259.moog
5322.77,  59.1,  +0.48,  -0.12, syn, /home/shivani/rprocess/lineLists/myAll/Pr5322.moog
5352.40,  59.1,  +0.48,  -0.74, syn, /home/shivani/rprocess/lineLists/myAll/Pr5352.moog
3615.81,  60.1,  +0.20,  -0.76, syn, /home/shivani/rprocess/lineLists/myAll/Nd3615.moog
3738.06,  60.1,  +0.56,  -0.04, syn, /home/shivani/rprocess/lineLists/myAll/Nd3738.moog
3759.79,  60.1,  +0.63,  -0.45, syn, /home/shivani/rprocess/lineLists/myAll/Nd3759.moog
3780.38,  60.1,  +0.47,  -0.35, syn, /home/shivani/rprocess/lineLists/myAll/Nd3780.moog
3784.24,  60.1,  +0.38,  +0.15, syn, /home/shivani/rprocess/lineLists/myAll/Nd3784.moog
3810.48,  60.1,  +0.74,  -0.14, syn, /home/shivani/rprocess/lineLists/myAll/Nd3810.moog
3826.41,  60.1,  +0.06,  -0.41, syn, /home/shivani/rprocess/lineLists/myAll/Nd3826.moog
3838.98,  60.1,  +0.00,  -0.24, syn, /home/shivani/rprocess/lineLists/myAll/Nd3838.moog
3879.54,  60.1,  +0.32,  -0.21, syn, /home/shivani/rprocess/lineLists/myAll/Nd3879.moog
3887.87,  60.1,  +0.06,  -0.78, syn, /home/shivani/rprocess/lineLists/myAll/Nd3887.moog
3891.51,  60.1,  +0.74,  -0.14, syn, /home/shivani/rprocess/lineLists/myAll/Nd3891.moog
3900.22,  60.1,  +0.47,  +0.10, syn, /home/shivani/rprocess/lineLists/myAll/Nd3900.moog
3990.10,  60.1,  +0.47,  +0.13, syn, /home/shivani/rprocess/lineLists/myAll/Nd3990.moog
3991.74,  60.1,  +0.00,  -0.26, syn, /home/shivani/rprocess/lineLists/myAll/Nd3991.moog
3994.67,  60.1,  +0.32,  +0.04, syn, /home/shivani/rprocess/lineLists/myAll/Nd3994.moog
4004.00,  60.1,  +0.06,  -0.57, syn, /home/shivani/rprocess/lineLists/myAll/Nd4004.moog
4007.43,  60.1,  +0.47,  -0.40, syn, /home/shivani/rprocess/lineLists/myAll/Nd4007.moog
4011.06,  60.1,  +0.47,  -0.76, syn, /home/shivani/rprocess/lineLists/myAll/Nd4011.moog
4012.24,  60.1,  +0.63,  +0.81, syn, /home/shivani/rprocess/lineLists/myAll/Nd4012.moog
4012.70,  60.1,  +0.00,  -0.60, syn, /home/shivani/rprocess/lineLists/myAll/Nd4012.moog
4013.22,  60.1,  +0.18,  -1.10, syn, /home/shivani/rprocess/lineLists/myAll/Nd4013.moog
4018.82,  60.1,  +0.06,  -0.85, syn, /home/shivani/rprocess/lineLists/myAll/Nd4018.moog
4021.33,  60.1,  +0.32,  -0.10, syn, /home/shivani/rprocess/lineLists/myAll/Nd4021.moog
4023.00,  60.1,  +0.56,  +0.04, syn, /home/shivani/rprocess/lineLists/myAll/Nd4023.moog
4041.06,  60.1,  +0.47,  -0.53, syn, /home/shivani/rprocess/lineLists/myAll/Nd4041.moog
4043.59,  60.1,  +0.32,  -0.71, syn, /home/shivani/rprocess/lineLists/myAll/Nd4043.moog
4051.14,  60.1,  +0.38,  -0.30, syn, /home/shivani/rprocess/lineLists/myAll/Nd4051.moog
4059.95,  60.1,  +0.20,  -0.52, syn, /home/shivani/rprocess/lineLists/myAll/Nd4059.moog
4069.26,  60.1,  +0.06,  -0.57, syn, /home/shivani/rprocess/lineLists/myAll/Nd4069.moog
4075.11,  60.1,  +0.20,  -0.48, syn, /home/shivani/rprocess/lineLists/myAll/Nd4075.moog
4075.27,  60.1,  +0.06,  -0.76, syn, /home/shivani/rprocess/lineLists/myAll/Nd4075.moog
4109.45,  60.1,  +0.32,  +0.35, syn, /home/shivani/rprocess/lineLists/myAll/Nd4109.moog
4135.32,  60.1,  +0.63,  -0.07, syn, /home/shivani/rprocess/lineLists/myAll/Nd4135.moog
4136.75,  60.1,  +0.38,  -1.03, syn, /home/shivani/rprocess/lineLists/myAll/Nd4136.moog
4156.08,  60.1,  +0.18,  +0.16, syn, /home/shivani/rprocess/lineLists/myAll/Nd4156.moog
4177.32,  60.1,  +0.06,  -0.10, syn, /home/shivani/rprocess/lineLists/myAll/Nd4177.moog
4211.29,  60.1,  +0.20,  -0.86, syn, /home/shivani/rprocess/lineLists/myAll/Nd4211.moog
4232.37,  60.1,  +0.06,  -0.47, syn, /home/shivani/rprocess/lineLists/myAll/Nd4232.moog
4284.51,  60.1,  +0.63,  -0.17, syn, /home/shivani/rprocess/lineLists/myAll/Nd4284.moog
4303.57,  60.1,  +0.00,  +0.08, syn, /home/shivani/rprocess/lineLists/myAll/Nd4303.moog
4351.28,  60.1,  +0.18,  -0.61, syn, /home/shivani/rprocess/lineLists/myAll/Nd4351.moog
4358.16,  60.1,  +0.32,  -0.16, syn, /home/shivani/rprocess/lineLists/myAll/Nd4358.moog
4368.63,  60.1,  +0.06,  -0.81, syn, /home/shivani/rprocess/lineLists/myAll/Nd4368.moog
4385.66,  60.1,  +0.20,  -0.30, syn, /home/shivani/rprocess/lineLists/myAll/Nd4385.moog
4400.82,  60.1,  +0.06,  -0.60, syn, /home/shivani/rprocess/lineLists/myAll/Nd4400.moog
4446.38,  60.1,  +0.20,  -0.35, syn, /home/shivani/rprocess/lineLists/myAll/Nd4446.moog
4451.98,  60.1,  +0.00,  -1.10, syn, /home/shivani/rprocess/lineLists/myAll/Nd4451.moog
4462.98,  60.1,  +0.56,  +0.04, syn, /home/shivani/rprocess/lineLists/myAll/Nd4462.moog
4465.06,  60.1,  +0.00,  -1.36, syn, /home/shivani/rprocess/lineLists/myAll/Nd4465.moog
4465.59,  60.1,  +0.18,  -1.10, syn, /home/shivani/rprocess/lineLists/myAll/Nd4465.moog
4497.91,  60.1,  +0.56,  -1.02, syn, /home/shivani/rprocess/lineLists/myAll/Nd4497.moog
4501.81,  60.1,  +0.20,  -0.69, syn, /home/shivani/rprocess/lineLists/myAll/Nd4501.moog
4506.58,  60.1,  +0.06,  -1.04, syn, /home/shivani/rprocess/lineLists/myAll/Nd4506.moog
4541.27,  60.1,  +0.38,  -0.74, syn, /home/shivani/rprocess/lineLists/myAll/Nd4541.moog
4542.60,  60.1,  +0.74,  -0.28, syn, /home/shivani/rprocess/lineLists/myAll/Nd4542.moog
4563.22,  60.1,  +0.18,  -0.88, syn, /home/shivani/rprocess/lineLists/myAll/Nd4563.moog
4567.61,  60.1,  +0.20,  -1.31, syn, /home/shivani/rprocess/lineLists/myAll/Nd4567.moog
4645.76,  60.1,  +0.56,  -0.76, syn, /home/shivani/rprocess/lineLists/myAll/Nd4645.moog
4703.57,  60.1,  +0.38,  -1.00, syn, /home/shivani/rprocess/lineLists/myAll/Nd4703.moog
4706.54,  60.1,  +0.00,  -0.71, syn, /home/shivani/rprocess/lineLists/myAll/Nd4706.moog
4715.59,  60.1,  +0.20,  -0.90, syn, /home/shivani/rprocess/lineLists/myAll/Nd4715.moog
4763.62,  60.1,  +0.38,  -1.27, syn, /home/shivani/rprocess/lineLists/myAll/Nd4763.moog
4786.11,  60.1,  +0.18,  -1.41, syn, /home/shivani/rprocess/lineLists/myAll/Nd4786.moog
4797.15,  60.1,  +0.56,  -0.69, syn, /home/shivani/rprocess/lineLists/myAll/Nd4797.moog
4799.42,  60.1,  +0.00,  -1.45, syn, /home/shivani/rprocess/lineLists/myAll/Nd4799.moog
4825.48,  60.1,  +0.18,  -0.42, syn, /home/shivani/rprocess/lineLists/myAll/Nd4825.moog
